name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.0005,-0.0005,0,0.0375,0.0012,-0.0013,0,1.21,,,0,0.108,,,0,1.91,0.26,-0.25,0,0.00601,0.00082,-0.00079,0,Msini,0.15,0.13,-0.1,0,7.34,,,0,,,,,0,M3.5,3342,49,-49,0,0.31,0.03,-0.03,0,0.29,,,0,-0.09,0.09,-0.09,0,[Fe/H],4.9,0,0,0,16h30m17.96s,247.5748276,-12d40m03.67s,-12.6676866,4.30592,0.00118,-0.00118,10.1,0.1,-0.1,5.075,0.024,-0.024,8.79444,0.000741,-0.000741,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD 149143 b,239,1.33 Jupiters,7.89,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6940/hd-149143-b/,Gas Giant,2005,1.33 Jupiters,1.22 x Jupiter,0.053 AU,4.1 days,0.02,,,,,,,,,,0.0059,-0.0059,0,0.089,0.0029,-0.0031,0,1.66,,,0,0.148,,,0,3.41,0.43,-0.41,0,0.01073,0.00135,-0.00129,0,Msini,0.11,0.1,-0.07,0,1.3,,,0,,,,,0,M3.5,3342,49,-49,0,0.31,0.03,-0.03,0,0.29,,,0,-0.09,0.09,-0.09,0,[Fe/H],4.9,0,0,0,16h30m17.96s,247.5748276,-12d40m03.67s,-12.6676866,4.30592,0.00118,-0.00118,10.1,0.1,-0.1,5.075,0.024,-0.024,8.79444,0.000741,-0.000741
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.55,-0.52,0,0.47,0.015,-0.017,0,2.69,,,0,0.24,,,0,7.7,1.12,-1.06,0,0.02423,0.00352,-0.00334,0,Msini,0.55,0.08,-0.09,0,0.06,,,0,,,,,0,M3.5,3342,49,-49,0,0.31,0.03,-0.03,0,0.29,,,0,-0.09,0.09,-0.09,0,[Fe/H],4.9,0,0,0,16h30m17.96s,247.5748276,-12d40m03.67s,-12.6676866,4.30592,0.00118,-0.00118,10.1,0.1,-0.1,5.075,0.024,-0.024,8.79444,0.000741,-0.000741,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD 210702 b,177,1.808 Jupiters,5.93022,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6904/hd-210702-b/,Gas Giant,2007,1.808 Jupiters,1.2 x Jupiter,1.148 AU,354.1 days,0.03,,,,,,,,,,0.000021,-0.000021,0,0.05706,0.00055,-0.00055,0,2.043,0.069,-0.069,0,0.182,0.006,-0.006,0,6.26,0.69,-0.7,0,0.0197,0.00217,-0.0022,0,Mass,0.41,0.05,-0.05,0,69.6,3,-3,0,790,15,-15,0,0,K3.5 V,4716,60,-60,0,0.69,0.02,-0.02,0,0.69,0.02,-0.02,0,-0.47,0.08,-0.08,0,[Fe/H],4.62,0.02,-0.01,0,13h47m23.09s,206.8461979,-06d08m21.61s,-6.1393369,44.526,0.0964,-0.0961,10.27,0.03,-0.03,7.617,0.023,-0.023,9.89816,0.000337,-0.000337
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.000027,-0.000027,0,0.0488,0.0005,-0.0005,0,12.778,0.785,-0.785,0,1.14,0.07,-0.07,0,263.7989,41.3179,-41.3179,0,0.83,0.13,-0.13,0,Mass,0,,,0,336.39,,,0,1210,16,-16,0,0,G1 V,5750,75,-75,0,0.88,0.05,-0.05,0,0.88,0.19,-0.19,0,0.02,,,0,[Fe/H],4.51,0.02,-0.02,0,16h02m11.83s,240.5492745,+28d10m10.65s,28.1696248,163.553,0.622,-0.617,11.251,0.008,-0.008,9.527,0.015,-0.015,11.004,0.000405,-0.000405,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD 73583 c,103,9.7 Earths,9.67,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8466/hd-73583-c/,Super Earth,2022,9.7 Earths,0.213 x Jupiter,0.1242 AU,18.9 days,0.08,,,,,,,,,,,,0,0.0368,,,0,11.131,0.135,-0.135,0,0.993,0.012,-0.012,0,179.89178,7.94575,-7.94575,0,0.566,0.025,-0.025,0,Mass,0.028,0.038,-0.022,0,1566.65,,,0,1328,17,-28,0,0,K0 V,5340,50,-50,0,0.99,0.01,-0.01,0,0.97,,,0,0.43,0.05,-0.05,0,,4.43,0.01,-0.01,0,07h48m06.42s,117.0267691,+50d13m30.53s,50.2251472,154.273,1.459,-1.433,11.246,0.011,-0.011,9.308,0.021,-0.021,10.9718,0.000514,-0.000514
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.034,-0.034,0,0.13,0,0,0,10.9,,,0,0.971,,,0,82.6358,12.7132,-12.7132,0,0.26,0.04,-0.04,0,Msini,0.18,0.04,-0.04,0,,,,,,,,,0,,5399,55,-55,0,1,0.04,-0.04,0,0.98,0.2,-0.2,0,0.39,,,0,[Fe/H],4.43,0.08,-0.08,0,07h48m07.43s,117.0309753,+50d13m00.86s,50.2169068,151.398,0.955,-0.944,11.196,0.012,-0.012,9.272,0.021,-0.021,10.9278,0.000421,-0.000421,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIP 12961 b,76,0.36 Jupiters,10.25,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6857/hip-12961-b/,Gas Giant,2010,0.36 Jupiters,1.18 x Jupiter,0.25 AU,57.4 days,0.17,,,,,,,,,,0.34,-0.34,0,0.4756,0.0087,-0.0087,0,13.6,,,0,1.21,,,0,435.409,16.844,-16.844,0,1.37,0.053,-0.053,0,Msini,0.1528,0.0094,-0.0098,0,,,,,,,,,0,,5399,55,-55,0,1.02,0.09,-0.07,0,0.98,0.05,-0.05,0,0.39,0.05,-0.05,0,[Fe/H],4.43,0.08,-0.08,0,07h48m07.43s,117.0309753,+50d13m00.86s,50.2169068,151.398,0.955,-0.944,11.196,0.012,-0.012,9.272,0.021,-0.021,10.9278,0.000421,-0.000421
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.00014,-0.00014,0,0.0476,0.0005,-0.0005,0,15.805,1.345,-1.345,0,1.41,0.12,-0.12,0,2316.9807,378.2177,-378.2177,0,7.29,1.19,-1.19,0,Mass,0.29,0,0,0,2231.27,,,0,1729,34,-34,0,0,F5V,6429,50,-50,0,1.54,0.11,-0.11,0,0.58,0.14,-0.14,0,-0.18,,,0,[Fe/H],3.95,0.06,-0.06,0,04h21m52.70s,65.4695814,+57d49m01.95s,57.8172095,213.053,2.724,-2.658,9.854,0.004,-0.004,8.791,0.019,-0.019,9.73889,0.000258,-0.000258,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K2-136 d,193,2.7 Earths,11.101,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6070/k2-136-d/,Super Earth,2017,2.7 Earths,1.45 x Earth,Unknown,25.6 days,0.14,,,,,,,,,,0.000004,-0.000004,0,0.05524,0.00027,-0.00028,0,14.011,0.897,-0.897,0,1.25,0.08,-0.08,0,451.3186,60.3877,-60.3877,0,1.42,0.19,-0.19,0,Mass,0,,,0,1041.48,,,0,1630,169,-36,0,0,F5 V,6397,70,-70,0,1.45,0.09,-0.09,0,1.1,0.22,-0.22,0,-0.04,,,0,[Fe/H],4.18,0.03,-0.03,0,07h21m33.13s,110.3880285,+58d16m05.19s,58.2681094,272.655,2.914,-2.855,10.814,0.008,-0.008,9.406,0.023,-0.023,10.5131,0.000383,-0.000383
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.0000006,-0.0000006,0,0.0515,0.0005,-0.0005,0,12.78,0.34,-0.34,0,1.14,0.03,-0.03,0,378.2,9.53,-9.53,0,1.19,0.03,-0.03,0,Mass,0,,,0,397.48,,,0,1230,20,-20,0,0,G8 V,5430,70,-70,0,1.13,0.03,-0.03,0,1.04,0.03,-0.03,0,0.05,0.06,-0.06,0,[Fe/H],4.35,0.02,-0.02,0,07h46m51.93s,116.7163868,+39d05m40.09s,39.0944695,276.211,3.919,-3.812,12.198,0.092,-0.092,10.345,0.018,-0.018,11.9498,0.000237,-0.000237,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K2-180 b,665,11.44182 Earths,12.557,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6199/k2-180-b/,Super Earth,2018,11.44182 Earths,0.225 x Jupiter,0.0734 AU,8.9 days,0,,,,,,,,,,0.0000081,-0.0000081,0,0.0815,0.0077,-0.0077,0,23.203,2.466,-2.466,0,2.07,0.22,-0.22,0,1398.452,,,1,4.4,,,1,Mass,0,,,0,1290.13,,,0,1577,28,-28,0,0,F5,6720,100,-100,0,1.93,0.18,-0.18,0,1.47,0.06,-0.06,0,-0.07,0.1,-0.1,0,[Fe/H],4.04,0.1,-0.1,0,06h19m10.31s,94.7929552,+73d49m39.24s,73.8275672,235.479,2.443,-2.393,10.247,0.004,-0.004,9.246,0.02,-0.02,10.191,0.000329,-0.000329
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.0000043,-0.0000043,0,0.04421,0.00062,-0.00062,0,15.39,0.291,-0.291,0,1.373,0.026,-0.026,0,225.34147,10.80622,-10.80622,0,0.709,0.034,-0.034,0,Mass,0.038,0.033,-0.033,0,1540,81,-81,0,1743,23,-23,0,0,G0 V,6250,100,-100,0,1.48,0.02,-0.02,0,1.41,0.06,-0.06,0,0.432,0.057,-0.057,0,[Fe/H],4.25,0.02,-0.02,0,18h29m54.74s,277.4780753,+85d13m59.95s,85.2333208,234.149,1.194,-1.181,10.521,0.006,-0.006,9.241,0.024,-0.024,10.4575,0.000449,-0.000449,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K2-283 b,1314,12.2 Earths,14.364,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6397/k2-283-b/,Neptune-like,2018,12.2 Earths,0.314 x Jupiter,0.0291 AU,1.9 days,0,,,,,,,,,,,,,115,,,0,12.7,,,0,1.14,,,0,2002.31896,508.52545,-286.04557,0,6.3,1.6,-0.9,0,Mass,,,,,,,,,,,,,0,K1 V,4749,40,-40,0,1.19,0.02,-0.02,0,1.1,0.03,-0.03,0,,,,,,4.25,0.1,-0.08,0,11h27m55.27s,171.9802779,-66d26m04.46s,-66.4345736,109.406,0.374,-0.373,10.885,0.011,-0.011,8.358,0.029,-0.029,10.5352,0.002319,-0.002319
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.00007,-0.00009,0,0.01634,0.00035,-0.00041,0,0.913,,,0,0.081,,,0,0.7,0.09,-0.08,0,0.0022,0.00028,-0.00025,0,Msini,0.06,0.06,-0.04,0,8.21,0.16,-0.15,0,471,2,-2,0,0,M4.5 V,3151,51,-51,0,0.16,0.01,-0.01,0,0.14,0.01,-0.01,0,-0.18,0.16,-0.16,0,[Fe/H],5.17,0.07,-0.07,0,01h12m31.94s,18.1330792,-16d59m46.48s,-16.9962434,3.71207,0.00109,-0.00109,12.074,,,6.42,0.017,,10.4294,0.000576,-0.000576,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K2-284 b,350,8.15 Earths,13.265,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6415/k2-284-b/,Neptune-like,2018,8.15 Earths,0.248 x Jupiter,0.04771 AU,4.8 days,0.08,,,,,,,,,,0.0001,-0.0001,0,0.02156,0.00046,-0.00054,0,1.05,,,0,0.093,,,0,1.14,0.11,-0.1,0,0.00359,0.00035,-0.00031,0,Msini,0,,,0,4.72,0.09,-0.09,0,410,2,-2,0,0,M4.5 V,3151,51,-51,0,0.16,0.01,-0.01,0,0.14,0.01,-0.01,0,-0.18,0.16,-0.16,0,[Fe/H],5.17,0.07,-0.07,0,01h12m31.94s,18.1330792,-16d59m46.48s,-16.9962434,3.71207,0.00109,-0.00109,12.074,,,6.42,0.017,,10.4294,0.000576,-0.000576
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.00028,-0.00029,0,0.02851,0.00061,-0.00071,0,1.03,,,0,0.092,,,0,1.09,0.12,-0.12,0,0.00343,0.00038,-0.00038,0,Msini,0.07,0.04,-0.05,0,2.7,0.05,-0.05,0,357,2,-2,0,0,M4.5 V,3151,51,-51,0,0.16,0.01,-0.01,0,0.14,0.01,-0.01,0,-0.18,0.16,-0.16,0,[Fe/H],5.17,0.07,-0.07,0,01h12m31.94s,18.1330792,-16d59m46.48s,-16.9962434,3.71207,0.00109,-0.00109,12.074,,,6.42,0.017,,10.4294,0.000576,-0.000576,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-276 c,3735,16.6 Earths,15.481,2013,https://exoplanets.nasa.gov/exoplanet-catalog/5545/kepler-276-c/,Super Earth,2013,16.6 Earths,0.259 x Jupiter,0.1994 AU,31.9 days,0,,,,,,,,,,0.3,-0.3,0,1.2,,,0,13.4,,,0,1.2,,,0,572.07,63.563,-63.563,0,1.8,0.2,-0.2,0,Msini,0.25,0.03,-0.03,0,,,,,,,,,0,K2III,4553,15,,0,13.9,0.3,,0,1.5,0.2,,0,-0.16,0.03,-0.03,0,[Fe/H],2.49,0.21,-0.21,0,02h07m10.39s,31.793286,+23d27m44.72s,23.462421,20.21019,0.404367,-0.404367,2.00538,0.023,-0.023,-0.783,0.176,-0.176,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.9,-0.9,0,1.46,0.27,-0.27,0,12.7,,,0,1.13,,,0,2056.3601,168.4499,-168.4499,0,6.47,0.53,-0.53,0,Msini,0.1,0.05,-0.05,0,,,,,,,,,0,K5 III,4055,70,-70,0,45.1,0.1,-0.1,0,1.13,0.11,-0.11,0,-0.27,0.05,-0.05,0,[Fe/H],1.2,0.1,-0.1,0,04h35m55.24s,68.980174,+16d30m33.12s,16.509201,20.4332,0.3214,-0.3214,0.872,0.023,-0.023,-3.044,0.14,-0.14,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-396 c,730,17.9 Earths,12.259,2013,https://exoplanets.nasa.gov/exoplanet-catalog/4820/kepler-396-c/,Neptune-like,2013,17.9 Earths,0.473 x Jupiter,0.378 AU,88.5 days,0,,,,,,,,,,830000,-830000,0,556,17,-17,0,12.4,,,0,1.11,,,0,3464.32964,508.52545,-508.52545,0,10.9,1.6,-1.6,0,Mass,0.4,,,1,,,,,,,,,0,B2.5 V,,,,,,,,,5.5,0.5,-0.5,0,,,,,,,,,,14h41m57.55s,220.4897992,-37d47m37.08s,-37.7936323,98.0935,6.7875,-5.9734,4.01,0.03,-0.03,4.487,0.026,-0.026,4.01093,0.0089181,-0.0089181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,4,-4,0,1.7,0.1,-0.1,0,12.6,,,0,1.12,,,0,2479,254.3,-254.3,0,7.8,0.8,-0.8,0,Msini,0.08,0.02,-0.02,0,,,,,,,,,0,K4 III,4092.1,17.5,-17.5,0,47.2,1.3,-1.3,0,1.7,0.1,-0.1,0,-0.29,0.06,-0.06,0,[Fe/H],1.4,0.1,-0.1,0,08h16m30.87s,124.1286379,+09d11m07.19s,9.1853306,89.0472,7.69152,-7.69152,3.51012,0.023,-0.023,0.19,0.202,-0.202,3.04628,0.0102768,-0.0102768,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-424 c,2279,6.97 Jupiters,14.429,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4899/kepler-424-c/,Gas Giant,2014,6.97 Jupiters,1.13 x Jupiter,0.73 AU,223.3 days,0,,,,,,,,,,7300,-730,0,9.1,5.3,-0.5,0,18.495,0.673,-0.673,0,1.65,0.06,-0.06,0,3496.13,635.66,-635.66,0,11,2,-2,0,Mass,0.08,0.32,-0.06,0,,,,,1612,38,-38,0,0,A5V,8038.68,,,0,1.54,,,0,1.76,0.18,-0.17,0,-0.21,0.03,-0.02,0,[Fe/H],4.35,,,0,05h47m17.10s,86.8212337,-51d03m58.13s,-51.066148,19.7442,0.132,-0.1303,3.85,0.03,-0.03,3.526,0.222,-0.222,3.82015,0.0044271,-0.0044271
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0,2.7,,,0,12.5,,,0,1.12,,,0,2860.47,,,0,9,,,0,Mass,0.24,,,0,,,,,,,,,0,A5V,7890,13,-17,0,2.01,0.17,-0.15,0,1.75,,,0,-0.21,0.03,-0.02,0,[Fe/H],3.83,0.03,-0.02,0,05h47m17.10s,86.8212337,-51d03m58.13s,-51.066148,19.7442,0.132,-0.1303,3.85,0.03,-0.03,3.526,0.222,-0.222,3.82015,0.0044271,-0.0044271,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAT-P-13 c,805,14.28 Jupiters,10.421,2009,https://exoplanets.nasa.gov/exoplanet-catalog/255/hat-p-13-c/,Gas Giant,2009,14.28 Jupiters,1.1 x Jupiter,1.258 AU,446.3 days,0.66,,,,,,,,,,2.7,-2.7,0,1.4,0.1,-0.1,0,12.7,,,0,1.14,,,0,1938.7,317.8,-317.8,0,6.1,1,-1,0,Msini,0.19,0.02,-0.02,0,,,,,,,,,0,K4 III,4126,25,-25,0,38.3,1.1,-1.1,0,1.4,0.2,-0.2,0,-0.27,0.07,-0.07,0,[Fe/H],1.5,0.1,-0.1,0,14h50m42.36s,222.676495,+74d09m19.97s,74.155548,38.77472,0.781809,-0.781809,2.0569,0.023,-0.023,-1.287,0.204,-0.204,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.5,-0.5,0,1.3,,,0,12.7,,,0,1.13,,,0,2129.461,95.349,-95.349,0,6.7,0.3,-0.3,0,Msini,0.11,0.03,-0.03,0,,,,,,,,,0,K2 III,4406,15,-15,0,21,,,0,1.7,0.1,-0.1,0,-0.094,0.001,-0.001,0,[Fe/H],1.94,0.08,-0.08,0,15h57m35.16s,239.3965057,+26d52m39.42s,26.8776171,69.8683,1.073,-1.0415,4.12577,0.023,-0.023,1.349,0.188,-0.188,3.75773,0.0038064,-0.0038064,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAT-P-15 b,628,1.94 Jupiters,12.41,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1229/hat-p-15-b/,Gas Giant,2010,1.94 Jupiters,1.06 x Jupiter,0.0965 AU,10.9 days,0.19,,,,,,,,,,17,-23,0,3.53,0.03,-0.04,0,14.1,,,0,1.25,,,0,209.76675,38.13941,-28.60456,0,0.66,0.12,-0.09,0,Mass,0.07,0.07,-0.05,0,,,,,,,,,0,K2 V,5020.38,57.69,-57.69,0,0.76,0.01,-0.01,0,0.82,0.02,-0.02,0,-0.13,0.04,-0.04,0,[Fe/H],4.59,0.02,-0.02,0,03h32m54.82s,53.2284306,-09d27m29.42s,-9.4581715,3.2026,0.00483,-0.00483,3.71548,0.023,-0.023,1.776,0.286,-0.286,3.47719,0.0055451,-0.0055451
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,2100,-1740,0,11.55,0.98,-0.86,0,13.1,,,0,1.17,,,0,1032.9475,123.9537,-206.5895,0,3.25,0.39,-0.65,0,Mass,0.26,0.07,-0.03,0,,,,,,,,,0,K2 V,4754,89,-89,0,0.78,0.03,-0.08,0,0.75,0.04,-0.04,0,-0.134,0.025,-0.025,0,[M/H],4.57,0.11,-0.1,0,22h03m29.14s,330.8714021,-56d47m48.85s,-56.7969023,3.63857,0.00333,-0.00333,4.69,0.03,-0.03,2.237,0.24,-0.24,4.34562,0.007374,-0.007374,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAT-P-16 b,739,4.193 Jupiters,10.911,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1230/hat-p-16-b/,Gas Giant,2010,4.193 Jupiters,1.289 x Jupiter,0.0413 AU,2.8 days,0.04,,,,,,,,,,5.3,-5.3,0,1.93,0.03,-0.03,0,12.6,,,0,1.13,,,0,2415.406,63.563,-63.563,0,7.6,0.2,-0.2,0,Msini,0.151,0.023,-0.023,0,,,,,,,,,0,K0 III,4901,20,,0,13.7,0.6,,0,2.7,0.1,,0,0.15,0.02,-0.02,0,[Fe/H],2.67,,,0,04h28m37.12s,67.1546573,+19d10m49.00s,19.1802782,47.52852,1.85235,-1.85235,3.523,0.023,-0.023,1.422,0.254,-0.254,3.27298,0.004088,-0.004088
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1.25,-1.25,0,1.19,0.02,-0.02,0,12.5,,,0,1.12,,,0,2790.43,317.817,-317.817,0,8.78,1,-1,0,Msini,0.144,0.046,-0.046,0,,,,,,,,,0,K1 IIIb Fe-0.5,4330,15,,0,31.88,1.61,,0,1.23,0.21,,0,-0.469,0.017,-0.017,0,[M/H],1.66,0.13,-0.13,0,10h19m58.37s,154.993208,+19d50m29.00s,19.841389,39.8883,0.82736,-0.82736,1.99509,0.023,-0.023,-0.806,0.158,-0.158,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAT-P-18 b,526,0.197 Jupiters,12.597,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1232/hat-p-18-b/,Gas Giant,2010,0.197 Jupiters,0.995 x Jupiter,0.0559 AU,5.5 days,0.08,,,,,,,,,,1.5,-1.5,0,2.05,0.06,-0.06,0,12.5,,,0,1.12,,,0,2987.58703,222.47988,-349.61125,0,9.4,0.7,-1.1,0,Mass,0.049,0.034,-0.034,0,,,,,,,,,0,K1 IV,4888,,,0,4.9,,,0,1.4,0.12,-0.12,0,0.18,,,0,[Fe/H],3.33,,,0,23h39m20.60s,354.8358233,+77d37m59.16s,77.6331009,14.1024,0.0989298,-0.0989298,3.23006,0.023,-0.023,1.038,0.206,-0.206,2.92627,0.0056611,-0.0056611
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1.8,-1.9,0,1.24,0.1,-0.1,0,13.8,,,0,1.23,,,0,324.1866,44.4962,-44.4962,0,1.02,0.14,-0.14,0,Msini,0.21,0.1,-0.1,0,,,,,,,,,0,K0 III,4822,15,-15,0,11.1,1.1,-0.3,0,1.47,0.2,-0.2,0,-0.3,0.03,-0.03,0,[Fe/H],2.47,0.07,-0.09,0,15h35m31.65s,233.8818636,-14d47m22.21s,-14.789502,47.4017,0.90845,-0.90845,3.90672,0.023,-0.023,1.524,0.23,-0.23,3.64937,0.0057055,-0.0057055,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
